title,content_rating,budget,gross,imdb_score,num_critic_for_reviews,num_voted_users,num_user_for_reviews,movie_facebook_likes,cast_total_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,director_facebook_likes,genre,actors,year,runtime_minutes,votes,metascore
The Expendables,R,80000000.0,102981571.0,6.5,424.0,270226,741.0,57000,46355,26000.0,13000.0,5000.0,13000.0,"Action,Adventure,Thriller","Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren",2010,103,283282,45.0
The Hunger Games,PG-13,78000000.0,407999255.0,7.3,673.0,701607,1959.0,140000,49942,34000.0,14000.0,575.0,378.0,"Adventure,Sci-Fi,Thriller","Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth,Stanley Tucci",2012,142,735604,68.0
Grown Ups 2,PG-13,80000000.0,133668525.0,5.4,139.0,107817,255.0,14000,39269,12000.0,11000.0,11000.0,221.0,Comedy,"Adam Sandler, Kevin James, Chris Rock, David Spade",2013,101,114482,19.0
Shutter Island,R,80000000.0,127968405.0,8.1,490.0,786092,964.0,53000,29585,29000.0,223.0,163.0,17000.0,"Mystery,Thriller","Leonardo DiCaprio, Emily Mortimer, Mark Ruffalo,Ben Kingsley",2010,138,855604,63.0
Just Go with It,PG-13,80000000.0,103028109.0,6.4,204.0,172878,203.0,19000,16325,11000.0,3000.0,503.0,221.0,"Comedy,Romance","Adam Sandler, Jennifer Aniston, Brooklyn Decker,Nicole Kidman",2011,117,182069,33.0
Eagle Eye,PG-13,80000000.0,101111837.0,6.6,215.0,150764,318.0,0,5637,3000.0,982.0,915.0,154.0,"Action,Mystery,Thriller","Shia LaBeouf, Michelle Monaghan, Rosario Dawson,Michael Chiklis",2008,118,156158,43.0
The Book of Eli,R,80000000.0,94822707.0,6.9,325.0,227072,560.0,20000,44797,18000.0,15000.0,10000.0,117.0,"Action,Adventure,Drama","Denzel Washington, Mila Kunis, Ray Stevenson, Gary Oldman",2010,118,241359,53.0
Fury,R,68000000.0,85707116.0,7.6,406.0,303185,701.0,82000,20411,11000.0,8000.0,697.0,452.0,"Action,Drama,War","Brad Pitt, Shia LaBeouf, Logan Lerman, Michael Peña",2014,134,332234,64.0
Hotel Transylvania 2,PG,80000000.0,169692572.0,6.7,152.0,56501,97.0,16000,26839,12000.0,11000.0,859.0,266.0,"Animation,Comedy,Family","Adam Sandler, Andy Samberg, Selena Gomez, Kevin James",2015,89,69157,44.0
The Last Witch Hunter,PG-13,90000000.0,27356090.0,6.0,202.0,58752,117.0,21000,16922,14000.0,788.0,612.0,42.0,"Action,Adventure,Fantasy","Vin Diesel, Rose Leslie, Elijah Wood, Ólafur Darri Ólafsson",2015,106,71149,34.0
Pompeii,PG-13,80000000.0,23219748.0,5.6,272.0,84508,308.0,20000,1099,795.0,172.0,74.0,545.0,"Action,Adventure,Drama","Kit Harington, Emily Browning, Kiefer Sutherland, Adewale Akinnuoye-Agbaje",2014,105,90188,39.0
The Secret Life of Pets,PG,75000000.0,323505540.0,6.8,165.0,24407,155.0,36000,4782,1000.0,904.0,745.0,11.0,"Animation,Adventure,Comedy","Louis C.K., Eric Stonestreet, Kevin Hart, Lake Bell",2016,87,120259,61.0
Despicable Me 2,PG,76000000.0,368049635.0,7.5,306.0,286877,284.0,56000,11905,7000.0,2000.0,1000.0,275.0,"Animation,Adventure,Comedy","Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove",2013,98,304837,62.0
Children of Men,R,76000000.0,35286428.0,7.9,372.0,361767,1206.0,17000,16479,16000.0,430.0,18.0,0.0,"Drama,Sci-Fi,Thriller","Julianne Moore, Clive Owen, Chiwetel Ejiofor,Michael Caine",2006,109,382910,84.0
Wanted,R,75000000.0,134568845.0,6.7,316.0,299852,713.0,0,25763,11000.0,11000.0,988.0,335.0,"Action,Crime,Fantasy","Angelina Jolie, James McAvoy, Morgan Freeman, Terence Stamp",2008,110,312495,64.0
Hairspray,PG,75000000.0,118823091.0,6.7,219.0,98693,401.0,0,1673,719.0,339.0,260.0,163.0,"Comedy,Drama,Family","John Travolta, Queen Latifah, Nikki Blonsky,Michelle Pfeiffer",2007,117,102954,81.0
Now You See Me,PG-13,75000000.0,117698894.0,7.3,384.0,447979,629.0,105000,13312,11000.0,988.0,963.0,255.0,"Crime,Mystery,Thriller","Jesse Eisenberg, Common, Mark Ruffalo, Woody Harrelson",2013,115,492324,50.0
Grown Ups,PG-13,80000000.0,162001186.0,6.0,179.0,181443,311.0,12000,28497,12000.0,11000.0,4000.0,221.0,Comedy,"Adam Sandler, Salma Hayek, Kevin James, Chris Rock",2010,102,190385,30.0
The Man from U.N.C.L.E.,PG-13,75000000.0,45434443.0,7.3,362.0,175960,360.0,43000,15735,15000.0,509.0,104.0,0.0,"Action,Adventure,Comedy","Henry Cavill, Armie Hammer, Alicia Vikander, Elizabeth Debicki",2015,116,202973,56.0
Immortals,R,75000000.0,83503161.0,6.1,284.0,138190,405.0,30000,16691,15000.0,1000.0,222.0,763.0,"Action,Drama,Fantasy","Henry Cavill, Mickey Rourke, John Hurt, Stephen Dorff",2011,110,142900,46.0
Minions,PG,74000000.0,336029560.0,6.4,308.0,142403,275.0,70000,13616,7000.0,4000.0,1000.0,22.0,"Animation,Action,Adventure","Sandra Bullock, Jon Hamm, Michael Keaton, Pierre Coffin",2015,91,159830,56.0
Sucker Punch,PG-13,82000000.0,36381716.0,6.1,435.0,197584,918.0,42000,7067,4000.0,2000.0,826.0,0.0,"Action,Fantasy","Emily Browning, Vanessa Hudgens, Abbie Cornish,Jena Malone",2011,110,204874,33.0
Fool's Gold,PG-13,70000000.0,70224196.0,5.6,176.0,59352,138.0,0,13827,11000.0,1000.0,715.0,72.0,"Action,Adventure,Comedy","Matthew McConaughey, Kate Hudson, Donald Sutherland, Alexis Dziena",2008,112,62719,29.0
Talladega Nights: The Ballad of Ricky Bobby,PG-13,73000000.0,148213377.0,6.6,164.0,130776,437.0,0,12410,8000.0,1000.0,989.0,285.0,"Action,Comedy,Sport","Will Ferrell, John C. Reilly, Sacha Baron Cohen, Gary Cole",2006,108,137502,66.0
Cars,G,120000000.0,244052771.0,7.2,256.0,263853,584.0,0,4905,1000.0,843.0,769.0,487.0,"Animation,Adventure,Comedy","Owen Wilson, Bonnie Hunt, Paul Newman, Larry the Cable Guy",2006,117,283445,73.0
Inglourious Basterds,R,75000000.0,120523073.0,8.3,486.0,885175,1527.0,42000,36741,13000.0,11000.0,11000.0,16000.0,"Adventure,Drama,War","Brad Pitt, Diane Kruger, Eli Roth,Mélanie Laurent",2009,153,959065,69.0
Lady in the Water,PG-13,70000000.0,42272747.0,5.6,284.0,78635,1040.0,0,5609,3000.0,579.0,559.0,0.0,"Drama,Fantasy,Mystery","Paul Giamatti, Bryce Dallas Howard, Jeffrey Wright, Bob Balaban",2006,110,82701,36.0
Olympus Has Fallen,R,70000000.0,98895417.0,6.5,358.0,203154,698.0,45000,31782,18000.0,11000.0,992.0,845.0,"Action,Thriller","Gerard Butler, Aaron Eckhart, Morgan Freeman,Angela Bassett",2013,119,214994,41.0
Dracula Untold,PG-13,70000000.0,55942830.0,6.3,261.0,138582,423.0,37000,5178,3000.0,692.0,423.0,28.0,"Action,Drama,Fantasy","Luke Evans, Dominic Cooper, Sarah Gadon, Art Parkinson",2014,92,148504,40.0
Stardust,PG-13,70000000.0,38345403.0,7.7,228.0,212085,492.0,15000,16034,15000.0,588.0,271.0,905.0,"Adventure,Family,Fantasy","Charlie Cox, Claire Danes, Sienna Miller, Ian McKellen",2007,127,220664,66.0
Rock of Ages,PG-13,75000000.0,38509342.0,5.9,360.0,61995,356.0,33000,712,394.0,217.0,66.0,163.0,"Comedy,Drama,Musical","Julianne Hough, Diego Boneta, Tom Cruise, Alec Baldwin",2012,123,64513,47.0
Blackhat,R,70000000.0,7097125.0,5.4,261.0,38983,207.0,11000,28129,26000.0,326.0,301.0,0.0,"Crime,Drama,Mystery","Chris Hemsworth, Viola Davis, Wei Tang, Leehom Wang",2015,133,43085,51.0
Escape Plan,R,50000000.0,25121291.0,6.7,286.0,177653,279.0,34000,15708,13000.0,1000.0,585.0,101.0,"Action,Crime,Mystery","Sylvester Stallone, Arnold Schwarzenegger, 50 Cent, Vincent D'Onofrio",2013,115,188004,49.0
The Twilight Saga: Eclipse,PG-13,68000000.0,300523113.0,4.9,293.0,184637,498.0,29000,52547,21000.0,17000.0,10000.0,171.0,"Adventure,Drama,Fantasy","Kristen Stewart, Robert Pattinson, Taylor Lautner,Xavier Samuel",2010,124,192740,58.0
Despicable Me,PG,69000000.0,251501645.0,7.7,304.0,385943,296.0,31000,11608,7000.0,2000.0,975.0,275.0,"Animation,Adventure,Comedy","Steve Carell, Jason Segel, Russell Brand, Julie Andrews",2010,95,410607,72.0
Ted 2,R,68000000.0,81257500.0,6.4,280.0,117739,229.0,30000,30010,14000.0,11000.0,3000.0,3000.0,"Adventure,Comedy,Romance","Mark Wahlberg, Seth MacFarlane, Amanda Seyfried, Jessica Barth",2015,115,136323,48.0
Body of Lies,R,70000000.0,39380442.0,7.1,238.0,174248,263.0,0,29824,29000.0,149.0,135.0,0.0,"Action,Drama,Romance","Leonardo DiCaprio, Russell Crowe, Mark Strong,Golshifteh Farahani",2008,128,182305,57.0
Need for Speed,PG-13,66000000.0,43568507.0,6.5,327.0,136954,346.0,32000,7081,3000.0,3000.0,464.0,76.0,"Action,Crime,Drama","Aaron Paul, Dominic Cooper, Imogen Poots, Scott Mescudi",2014,132,143389,39.0
Lincoln,PG-13,65000000.0,182204440.0,7.4,538.0,197412,720.0,71000,25517,23000.0,826.0,655.0,14000.0,"Biography,Drama,History","Daniel Day-Lewis, Sally Field, David Strathairn,Joseph Gordon-Levitt",2012,150,207497,86.0
Les Misérables,PG-13,61000000.0,148775460.0,7.6,488.0,243834,845.0,144000,46204,20000.0,13000.0,11000.0,0.0,"Drama,Musical,Romance","Hugh Jackman, Russell Crowe, Anne Hathaway,Amanda Seyfried",2012,158,257426,63.0
Step Brothers,R,65000000.0,100468793.0,6.9,173.0,212499,277.0,0,11264,8000.0,3000.0,105.0,285.0,Comedy,"Will Ferrell, John C. Reilly, Mary Steenburgen,Richard Jenkins",2008,98,223065,51.0
Unbroken,PG-13,65000000.0,115603980.0,7.2,322.0,103589,351.0,35000,2938,769.0,698.0,465.0,11000.0,"Biography,Drama,Sport","Jack O'Connell, Miyavi, Domhnall Gleeson, Garrett Hedlund",2014,137,114006,59.0
Unbroken,PG-13,65000000.0,115603980.0,7.2,322.0,103589,351.0,35000,2938,769.0,698.0,465.0,11000.0,"Biography,Drama,Sport","Jack O'Connell, Miyavi, Domhnall Gleeson, Garrett Hedlund",2014,137,114006,59.0
The Dictator,R,65000000.0,59617068.0,6.4,313.0,213863,310.0,59000,1375,600.0,346.0,174.0,119.0,Comedy,"Sacha Baron Cohen, Anna Faris, John C. Reilly, Ben Kingsley",2012,83,225394,58.0
Annie,PG,65000000.0,85911262.0,5.2,176.0,24735,213.0,16000,4796,2000.0,1000.0,929.0,87.0,"Comedy,Drama,Family","Quvenzhané Wallis, Cameron Diaz, Jamie Foxx, Rose Byrne",2014,118,27312,33.0
Focus,R,50100000.0,53846915.0,6.6,279.0,149337,221.0,23000,11943,10000.0,806.0,523.0,43.0,"Comedy,Crime,Drama","Will Smith, Margot Robbie, Rodrigo Santoro, Adrian Martinez",2015,105,166489,56.0
This Means War,PG-13,65000000.0,54758461.0,6.3,241.0,147641,238.0,18000,29808,27000.0,1000.0,520.0,368.0,"Action,Comedy,Romance","Reese Witherspoon, Chris Pine, Tom Hardy, Til Schweiger",2012,103,154400,31.0
Resident Evil: Retribution,R,65000000.0,42345531.0,5.4,239.0,104831,423.0,32000,17913,14000.0,1000.0,974.0,545.0,"Action,Horror,Sci-Fi","Milla Jovovich, Sienna Guillory, Michelle Rodriguez, Aryana Engineer",2012,96,114144,39.0
Death Race,R,45000000.0,36064910.0,6.4,230.0,166610,211.0,0,28643,26000.0,872.0,805.0,545.0,"Action,Sci-Fi,Thriller","Jason Statham, Joan Allen, Tyrese Gibson, Ian McShane",2008,105,173731,43.0
Sin City: A Dame to Kill For,R,65000000.0,13750556.0,6.5,339.0,111102,239.0,32000,49433,23000.0,13000.0,6000.0,436.0,"Action,Crime,Thriller","Mickey Rourke, Jessica Alba, Josh Brolin, Joseph Gordon-Levitt",2014,102,122185,46.0
Everest,PG-13,55000000.0,43247140.0,7.1,361.0,134625,265.0,40000,2131,963.0,580.0,221.0,175.0,"Action,Adventure,Drama","Jason Clarke, Ang Phula Sherpa, Thomas M. Wright, Martin Henderson",2015,121,154647,64.0
Perfume: The Story of a Murderer,R,50000000.0,2208939.0,7.5,226.0,190490,482.0,26000,253,177.0,27.0,16.0,670.0,"Crime,Drama,Fantasy","Ben Whishaw, Dustin Hoffman, Alan Rickman,Francesc Albiol",2006,147,199387,56.0
The Hateful Eight,R,44000000.0,54116191.0,7.9,596.0,272839,1018.0,114000,49912,46000.0,1000.0,1000.0,16000.0,"Crime,Drama,Mystery","Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins",2015,187,341170,68.0
300,R,65000000.0,210592590.0,7.7,460.0,607235,2073.0,13000,32360,18000.0,13000.0,447.0,0.0,"Action,Fantasy,War","Gerard Butler, Lena Headey, David Wenham, Dominic West",2006,117,637104,52.0
Gone Girl,R,61000000.0,167735396.0,8.1,568.0,569841,1127.0,146000,4348,835.0,812.0,625.0,21000.0,"Crime,Drama,Mystery","Ben Affleck, Rosamund Pike, Neil Patrick Harris,Tyler Perry",2014,149,636243,79.0
Couples Retreat,PG-13,60000000.0,109176215.0,5.5,166.0,83506,144.0,0,8172,4000.0,722.0,721.0,0.0,Comedy,"Vince Vaughn, Malin Akerman, Jon Favreau, Jason Bateman",2009,113,86417,23.0
RED,PG-13,58000000.0,90356857.0,7.1,315.0,238916,328.0,32000,24928,13000.0,11000.0,357.0,124.0,"Action,Comedy,Crime","Bruce Willis, Helen Mirren, Morgan Freeman,Mary-Louise Parker",2010,111,250012,60.0
Jack Reacher,PG-13,60000000.0,80033643.0,7.0,387.0,226570,448.0,38000,16385,10000.0,3000.0,1000.0,188.0,"Action,Crime,Mystery","Tom Cruise, Rosamund Pike, Richard Jenkins, Werner Herzog",2012,130,250811,50.0
Jack Reacher,PG-13,60000000.0,80033643.0,7.0,387.0,226583,448.0,38000,16385,10000.0,3000.0,1000.0,188.0,"Action,Crime,Mystery","Tom Cruise, Rosamund Pike, Richard Jenkins, Werner Herzog",2012,130,250811,50.0
Contagion,PG-13,60000000.0,75638743.0,6.6,436.0,180479,411.0,42000,13634,13000.0,240.0,175.0,0.0,"Drama,Thriller","Matt Damon, Kate Winslet, Jude Law, Gwyneth Paltrow",2011,106,187004,70.0
Coraline,PG,60000000.0,75280058.0,7.7,310.0,143121,279.0,10000,647,309.0,229.0,57.0,253.0,"Animation,Family,Fantasy","Dakota Fanning, Teri Hatcher, John Hodgman, Jennifer Saunders",2009,100,156620,80.0
The Happening,R,48000000.0,64505912.0,5.0,323.0,163130,1264.0,6000,13654,11000.0,946.0,751.0,0.0,"Sci-Fi,Thriller","Mark Wahlberg, Zooey Deschanel, John Leguizamo, Ashlyn Sanchez",2008,91,170897,34.0
Jack Ryan: Shadow Recruit,PG-13,60000000.0,50549107.0,6.2,313.0,99035,289.0,17000,1411,539.0,394.0,288.0,0.0,"Action,Drama,Thriller","Chris Pine, Kevin Costner, Keira Knightley,Kenneth Branagh",2014,105,103681,57.0
Joy,PG-13,60000000.0,56443482.0,6.6,315.0,75329,256.0,24000,75793,34000.0,22000.0,14000.0,737.0,Drama,"Jennifer Lawrence, Robert De Niro, Bradley Cooper, Edgar Ramírez",2015,124,97679,56.0
London Has Fallen,R,60000000.0,62401264.0,5.9,225.0,69484,323.0,28000,20276,18000.0,992.0,864.0,24.0,"Action,Crime,Drama","Gerard Butler, Aaron Eckhart, Morgan Freeman,Angela Bassett",2016,99,100702,28.0
Shooter,R,61000000.0,46975183.0,7.2,198.0,256213,338.0,0,1640,650.0,467.0,295.0,845.0,"Action,Crime,Drama","Mark Wahlberg, Michael Peña, Rhona Mitra, Danny Glover",2007,124,267820,53.0
The Lego Movie,PG,60000000.0,257756197.0,7.8,435.0,246698,471.0,64000,22128,11000.0,8000.0,2000.0,97.0,"Animation,Action,Adventure","Chris Pratt, Will Ferrell, Elizabeth Banks, Will Arnett",2014,100,266508,83.0
Gangster Squad,R,60000000.0,45996718.0,6.7,415.0,173530,264.0,40000,34738,33000.0,301.0,300.0,181.0,"Action,Crime,Drama","Sean Penn, Ryan Gosling, Emma Stone, Giovanni Ribisi",2013,113,181432,40.0
The Mortal Instruments: City of Bones,PG-13,60000000.0,31165421.0,6.0,212.0,107028,457.0,44000,10247,5000.0,2000.0,1000.0,91.0,"Action,Fantasy,Horror","Lily Collins, Jamie Campbell Bower, Robert Sheehan,Jemima West",2013,130,112313,33.0
Deadpool,R,58000000.0,363024263.0,8.1,579.0,479047,1058.0,117000,18239,16000.0,805.0,361.0,84.0,"Action,Adventure,Comedy","Ryan Reynolds, Morena Baccarin, T.J. Miller, Ed Skrein",2016,108,627797,65.0
American Sniper,R,58800000.0,350123553.0,7.3,490.0,325264,916.0,112000,16277,14000.0,962.0,318.0,16000.0,"Action,Biography,Drama","Bradley Cooper, Sienna Miller, Kyle Gallner, Cole Konis",2014,133,353305,72.0
Goosebumps,PG,58000000.0,80021740.0,6.4,218.0,47968,154.0,35000,5497,2000.0,1000.0,543.0,11.0,"Adventure,Comedy,Family","Jack Black, Dylan Minnette, Odeya Rush, Ryan Lee",2015,103,57602,60.0
Goosebumps,PG,58000000.0,80021740.0,6.4,218.0,47988,154.0,35000,5497,2000.0,1000.0,543.0,11.0,"Adventure,Comedy,Family","Jack Black, Dylan Minnette, Odeya Rush, Ryan Lee",2015,103,57602,60.0
The Internship,PG-13,58000000.0,44665963.0,6.3,246.0,159931,281.0,22000,5081,1000.0,847.0,839.0,189.0,Comedy,"Vince Vaughn, Owen Wilson, Rose Byrne, Aasif Mandvi",2013,119,166342,42.0
Resident Evil: Afterlife,R,60000000.0,60128566.0,5.9,253.0,131447,410.0,19000,16098,14000.0,1000.0,529.0,545.0,"Action,Adventure,Horror","Milla Jovovich, Ali Larter, Wentworth Miller,Kim Coates",2010,97,140900,37.0
Captain Phillips,PG-13,55000000.0,107100855.0,7.9,491.0,323353,527.0,65000,16281,15000.0,535.0,186.0,521.0,"Biography,Drama,Thriller","Tom Hanks, Barkhad Abdi, Barkhad Abdirahman,Catherine Keener",2013,134,346154,83.0
The Equalizer,R,55000000.0,101530738.0,7.2,292.0,229574,436.0,56000,37605,18000.0,17000.0,683.0,845.0,"Action,Crime,Thriller","Denzel Washington, Marton Csokas, Chloë Grace Moretz, David Harbour",2014,132,249425,57.0
The Pursuit of Happyness,PG-13,55000000.0,162586036.0,8.0,201.0,338383,611.0,32000,11036,10000.0,617.0,168.0,125.0,"Biography,Drama","Will Smith, Thandie Newton, Jaden Smith, Brian Howe",2006,117,361105,64.0
Changeling,R,55000000.0,35707327.0,7.8,264.0,199056,387.0,14000,12840,11000.0,963.0,539.0,16000.0,"Biography,Drama,Mystery","Angelina Jolie, Colm Feore, Amy Ryan, Gattlin Griffith",2008,141,206793,63.0
Seven Pounds,PG-13,55000000.0,69951824.0,7.7,202.0,232710,599.0,26000,14727,10000.0,3000.0,835.0,125.0,"Drama,Romance","Will Smith, Rosario Dawson, Woody Harrelson,Michael Ealy",2008,123,245144,36.0
Black Mass,R,53000000.0,62563543.0,7.0,391.0,115216,289.0,44000,63769,40000.0,19000.0,3000.0,108.0,"Biography,Crime,Drama","Johnny Depp, Benedict Cumberbatch, Dakota Johnson, Joel Edgerton",2015,123,135706,68.0
Law Abiding Citizen,R,50000000.0,73343413.0,7.4,216.0,217480,429.0,21000,22517,18000.0,1000.0,963.0,473.0,"Crime,Drama,Thriller","Gerard Butler, Jamie Foxx, Leslie Bibb, Colm Meaney",2009,109,228339,34.0
Zero Dark Thirty,R,40000000.0,95720716.0,7.4,558.0,216032,640.0,39000,2759,1000.0,1000.0,304.0,0.0,"Drama,History,Thriller","Jessica Chastain, Joel Edgerton, Chris Pratt, Mark Strong",2012,157,226661,95.0
The Break-Up,PG-13,52000000.0,118683135.0,5.8,183.0,102167,483.0,0,8315,4000.0,957.0,931.0,235.0,"Comedy,Drama,Romance","Jennifer Aniston, Vince Vaughn, Jon Favreau, Joey Lauren Adams",2006,106,106381,45.0
Mamma Mia!,PG-13,52000000.0,143704210.0,6.3,238.0,145974,611.0,10000,26002,14000.0,11000.0,838.0,58.0,"Comedy,Family,Musical","Meryl Streep, Pierce Brosnan, Amanda Seyfried,Stellan Skarsgård",2008,108,153481,51.0
Ted,R,50000000.0,218628680.0,7.0,457.0,471644,623.0,74000,21773,15000.0,3000.0,1000.0,3000.0,"Comedy,Fantasy","Mark Wahlberg, Mila Kunis, Seth MacFarlane, Joel McHale",2012,106,494641,62.0
Super 8,PG-13,50000000.0,126975169.0,7.1,539.0,287822,849.0,37000,3388,1000.0,560.0,417.0,14000.0,"Mystery,Sci-Fi,Thriller","Elle Fanning, AJ Michalka, Kyle Chandler, Joel Courtney",2011,112,298913,72.0
22 Jump Street,R,50000000.0,191616238.0,7.1,330.0,258186,322.0,24000,19428,17000.0,920.0,584.0,97.0,"Action,Comedy,Crime","Channing Tatum, Jonah Hill, Ice Cube,Nick Offerman",2014,112,280110,71.0
Central Intelligence,PG-13,50000000.0,126088877.0,6.6,177.0,33354,110.0,10000,14569,12000.0,919.0,569.0,43.0,"Action,Comedy,Crime","Dwayne Johnson, Kevin Hart, Danielle Nicolet, Amy Ryan",2016,107,97082,52.0
Daddy's Home,PG-13,50000000.0,150315155.0,6.1,145.0,54010,130.0,13000,10886,8000.0,2000.0,322.0,51.0,"Comedy,Family","Will Ferrell, Mark Wahlberg, Linda Cardellini, Thomas Haden Church",2015,96,68306,42.0
Into the Woods,PG,50000000.0,127997349.0,6.0,321.0,101178,779.0,90000,62837,40000.0,11000.0,10000.0,252.0,"Adventure,Comedy,Drama","Anna Kendrick, Meryl Streep, Chris Pine, Emily Blunt",2014,125,109756,69.0
Inside Man,R,45000000.0,88504640.0,7.6,230.0,273108,646.0,0,19148,18000.0,412.0,277.0,0.0,"Crime,Drama,Mystery","Denzel Washington, Clive Owen, Jodie Foster,Christopher Plummer",2006,129,285441,76.0
"Crazy, Stupid, Love.",PG-13,50000000.0,84244877.0,7.4,310.0,375456,292.0,44000,57426,33000.0,15000.0,7000.0,43.0,"Comedy,Drama,Romance","Steve Carell, Ryan Gosling, Julianne Moore, Emma Stone",2011,118,396714,68.0
Moneyball,PG-13,50000000.0,75605492.0,7.6,419.0,283563,312.0,27000,53094,22000.0,18000.0,11000.0,152.0,"Biography,Drama,Sport","Brad Pitt, Robin Wright, Jonah Hill, Philip Seymour Hoffman",2011,133,297395,87.0
I Am Number Four,PG-13,60000000.0,55092830.0,6.1,288.0,195043,329.0,27000,15608,15000.0,348.0,144.0,154.0,"Action,Adventure,Sci-Fi","Alex Pettyfer, Timothy Olyphant, Dianna Agron, Teresa Palmer",2011,109,202682,36.0
13 Hours,R,50000000.0,52822418.0,7.4,204.0,47764,219.0,44000,3580,769.0,726.0,681.0,0.0,"Action,Drama,History","John Krasinski, Pablo Schreiber, James Badge Dale,David Denman",2016,144,76935,48.0
The Book of Life,PG,50000000.0,50150619.0,7.3,156.0,45580,102.0,18000,19513,17000.0,995.0,679.0,34.0,"Animation,Adventure,Comedy","Diego Luna, Zoe Saldana, Channing Tatum, Ron Perlman",2014,95,50388,67.0
American Reunion,R,50000000.0,56724080.0,6.7,291.0,172112,181.0,39000,8398,3000.0,1000.0,1000.0,22.0,Comedy,"Jason Biggs, Alyson Hannigan,Seann William Scott, Chris Klein",2012,113,178471,49.0
The Judge,R,50000000.0,47105085.0,7.4,276.0,136973,275.0,47000,30183,21000.0,3000.0,3000.0,71.0,"Crime,Drama","Robert Downey Jr., Robert Duvall, Vera Farmiga, Billy Bob Thornton",2014,141,146812,48.0
The Host,PG-13,40000000.0,26616999.0,5.9,298.0,92461,347.0,43000,1300,430.0,329.0,201.0,487.0,"Action,Adventure,Romance","Saoirse Ronan, Max Irons, Jake Abel, Diane Kruger",2013,125,96852,35.0
The Host,PG-13,40000000.0,26616999.0,5.9,298.0,92461,347.0,43000,1300,430.0,329.0,201.0,487.0,"Comedy,Drama,Horror","Kang-ho Song, Hee-Bong Byun, Hae-il Park, Doona Bae",2006,120,73491,85.0
The Host,R,12215500000.0,2201412.0,7.0,363.0,68883,279.0,7000,1173,629.0,398.0,74.0,584.0,"Action,Adventure,Romance","Saoirse Ronan, Max Irons, Jake Abel, Diane Kruger",2013,125,96852,35.0
The Host,R,12215500000.0,2201412.0,7.0,363.0,68883,279.0,7000,1173,629.0,398.0,74.0,584.0,"Comedy,Drama,Horror","Kang-ho Song, Hee-Bong Byun, Hae-il Park, Doona Bae",2006,120,73491,85.0
Eastern Promises,R,25000000.0,17114882.0,7.7,356.0,189249,398.0,0,17211,10000.0,6000.0,509.0,0.0,"Crime,Drama,Mystery","Naomi Watts, Viggo Mortensen, Armin Mueller-Stahl, Josef Altin",2007,100,198006,82.0
Your Highness,R,49900000.0,21557240.0,5.6,208.0,85237,274.0,18000,45202,20000.0,11000.0,11000.0,234.0,"Adventure,Comedy,Fantasy","Danny McBride, Natalie Portman, James Franco, Rasmus Hardiker",2011,102,87904,31.0
Beautiful Creatures,PG-13,60000000.0,19445217.0,6.2,231.0,67796,258.0,14000,3580,1000.0,852.0,592.0,98.0,"Drama,Fantasy,Romance","Alice Englert, Viola Davis, Emma Thompson,Alden Ehrenreich",2013,124,71822,52.0
Zoolander 2,PG-13,50000000.0,28837115.0,4.8,226.0,34964,150.0,28000,24107,14000.0,8000.0,1000.0,0.0,Comedy,"Ben Stiller, Owen Wilson, Penélope Cruz, Will Ferrell",2016,102,48297,34.0
Chappie,R,49000000.0,31569268.0,6.9,371.0,172965,627.0,67000,23051,20000.0,2000.0,502.0,662.0,"Action,Crime,Drama","Sharlto Copley, Dev Patel, Hugh Jackman,Sigourney Weaver",2015,120,188769,41.0
Child 44,R,50000000.0,1206135.0,6.4,172.0,40568,185.0,18000,27666,27000.0,254.0,194.0,79.0,"Crime,Drama,Thriller","Tom Hardy, Gary Oldman, Noomi Rapace, Joel Kinnaman",2015,137,47703,41.0
Taken 3,PG-13,48000000.0,89253340.0,6.0,222.0,133436,323.0,38000,16967,14000.0,794.0,482.0,118.0,"Action,Thriller","Liam Neeson, Forest Whitaker, Maggie Grace,Famke Janssen",2014,109,144715,26.0
The Infiltrator,R,25000000.0,14946229.0,7.3,72.0,2581,29.0,0,2104,788.0,423.0,345.0,65.0,"Biography,Crime,Drama","Bryan Cranston, John Leguizamo, Diane Kruger, Amy Ryan",2016,127,43929,66.0
Prisoners,R,46000000.0,60962878.0,8.1,454.0,383591,620.0,86000,37321,20000.0,15000.0,1000.0,777.0,"Crime,Drama,Mystery","Hugh Jackman, Jake Gyllenhaal, Viola Davis,Melissa Leo",2013,153,431185,74.0
Blended,PG-13,40000000.0,46280507.0,6.5,173.0,87165,184.0,12000,49743,35000.0,11000.0,734.0,153.0,"Comedy,Romance","Adam Sandler, Drew Barrymore, Wendi McLendon-Covey, Kevin Nealon",2014,117,93764,31.0
Savages,R,45000000.0,47307550.0,6.5,339.0,104301,269.0,28000,1948,749.0,463.0,404.0,0.0,"Crime,Drama,Thriller","Aaron Taylor-Johnson, Taylor Kitsch, Blake Lively,Benicio Del Toro",2012,131,107960,59.0
